板块,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,所属行业
创业板,300848,美瑞新材,2020-07-20,"427,887,627","253,122,512",C 制造业
创业板,300849,锦盛新材,2020-07-10,"150,000,000","144,937,500",C 制造业
创业板,300850,新强联,2020-07-13,"414,085,835","307,586,878",C 制造业
创业板,300851,交大思诺,2020-07-17,"86,933,400","56,663,527",I 信息技术
创业板,300852,四会富仕,2020-07-13,"160,521,165","154,956,311",C 制造业
创业板,300853,申昊科技,2020-07-24,"146,949,129","110,253,386",C 制造业
创业板,300854,中兰环保,2021-09-16,"139,816,600","113,981,245",N 公共环保
创业板,300855,图南股份,2020-07-23,"395,531,500","292,956,138",C 制造业
创业板,300856,科思股份,2020-07-22,"475,687,223","459,735,623",C 制造业
创业板,300857,协创数据,2020-07-27,"489,363,040","484,891,668",C 制造业
创业板,300858,科拓生物,2020-07-27,"263,495,118","195,740,152",C 制造业
创业板,300859,西域旅游,2020-08-06,"155,000,000","155,000,000",N 公共环保
创业板,300860,锋尚文化,2020-08-24,"188,450,723","109,416,909",R 文化传播
创业板,300861,美畅股份,2020-08-24,"671,840,440","421,864,890",C 制造业
创业板,300862,蓝盾光电,2020-08-24,"184,617,902","151,922,507",C 制造业
创业板,300863,卡倍亿,2020-08-24,"261,406,192","251,120,309",C 制造业
创业板,300864,南大环境,2020-08-24,"159,104,168","159,104,168",L 商务服务
创业板,300865,大宏立,2020-08-24,"95,680,000","62,141,275",C 制造业
创业板,300866,安克创新,2020-08-24,"537,978,218","308,927,130",C 制造业
创业板,300867,圣元环保,2020-08-24,"271,741,053","191,627,822",N 公共环保
创业板,300868,杰美特,2020-08-24,"127,178,676","80,758,325",C 制造业
创业板,300869,康泰医学,2020-08-24,"401,804,087","263,734,952",C 制造业
创业板,300870,欧陆通,2020-08-24,"152,644,122","152,627,322",C 制造业
创业板,300871,回盛生物,2020-08-24,"201,784,357","201,784,357",C 制造业
创业板,300872,天阳科技,2020-08-24,"488,121,083","422,026,693",I 信息技术
创业板,300873,海晨股份,2020-08-24,"322,247,130","233,927,998",G 运输仓储
创业板,300875,捷强装备,2020-08-24,"99,834,751","87,791,669",C 制造业
创业板,300876,蒙泰高新,2020-08-24,"152,037,554","113,402,804",C 制造业
创业板,300877,金春股份,2020-08-24,"120,000,000","119,998,500",C 制造业
创业板,300878,维康药业,2020-08-24,"144,790,322","144,123,959",C 制造业
创业板,300879,大叶股份,2020-09-01,"202,398,833","201,028,448",C 制造业
创业板,300880,迦南智能,2020-09-01,"195,137,280","195,137,280",C 制造业
创业板,300881,盛德鑫泰,2020-09-01,"110,000,000","57,406,250",C 制造业
创业板,300882,万胜智能,2020-09-10,"286,201,188","266,327,030",C 制造业
创业板,300883,龙利得,2020-09-10,"346,000,000","330,674,575",C 制造业
创业板,300884,狄耐克,2020-11-12,"253,862,820","191,432,358",C 制造业
创业板,300885,海昌新材,2020-09-10,"248,151,800","167,017,775",C 制造业
创业板,300886,华业香料,2020-09-16,"75,118,000","47,168,350",C 制造业
创业板,300887,谱尼测试,2020-09-16,"545,733,413","364,267,514",M 科研服务
创业板,300888,稳健医疗,2020-09-17,"582,970,928","580,360,952",C 制造业
创业板,300889,爱克股份,2020-09-16,"220,227,080","148,886,979",C 制造业
创业板,300890,翔丰华,2020-09-17,"119,579,984","109,298,599",C 制造业
创业板,300891,惠云钛业,2020-09-17,"400,008,440","333,474,365",C 制造业
创业板,300892,品渥食品,2020-09-24,"100,000,000","65,957,492",F 批发零售
创业板,300893,松原安全,2020-09-24,"473,001,266","250,921,539",C 制造业
创业板,300894,火星人,2020-12-31,"405,004,211","294,079,211",C 制造业
创业板,300895,铜牛信息,2020-09-24,"140,800,657","138,611,229",I 信息技术
创业板,300896,爱美客,2020-09-28,"302,592,061","221,012,302",C 制造业
创业板,300897,山科智能,2020-09-28,"195,846,234","116,235,382",C 制造业
创业板,300898,熊猫乳品,2020-10-16,"124,000,000","114,743,548",C 制造业
创业板,300899,上海凯鑫,2020-10-16,"63,783,466","43,327,948",N 公共环保
创业板,300900,广联航空,2020-10-29,"327,720,334","256,732,459",C 制造业
创业板,300901,中胤时尚,2020-10-29,"240,000,000","240,000,000",M 科研服务
创业板,300902,国安达,2020-10-29,"181,803,369","126,673,838",C 制造业
创业板,300903,科翔股份,2020-11-05,"435,386,563","351,379,744",C 制造业
创业板,300904,威力传动,2023-08-09,"72,383,232","34,583,232",C 制造业
创业板,300905,宝丽迪,2020-11-05,"179,015,696","139,328,039",C 制造业
创业板,300906,日月明,2020-11-05,"80,000,000","72,253,025",C 制造业
创业板,300907,康平科技,2020-11-18,"96,000,000","96,000,000",C 制造业
创业板,300908,仲景食品,2020-11-23,"146,000,000","122,992,524",C 制造业
创业板,300909,汇创达,2020-11-18,"172,972,979","129,139,272",C 制造业
创业板,300910,瑞丰新材,2020-11-27,"383,042,277","268,679,795",C 制造业
创业板,300911,亿田智能,2020-12-03,"183,345,547","171,346,479",C 制造业
创业板,300912,凯龙高科,2020-12-07,"113,884,800","85,949,225",N 公共环保
创业板,300913,兆龙互连,2020-12-07,"342,781,120","285,854,320",C 制造业
创业板,300915,海融科技,2020-12-02,"125,839,268","57,602,288",C 制造业
创业板,300916,朗特智能,2020-12-02,"144,644,007","102,679,206",C 制造业
创业板,300917,特发服务,2020-12-21,"169,000,000","169,000,000",K 房地产
创业板,300918,南山智尚,2020-12-22,"506,134,427","506,134,427",C 制造业
创业板,300919,中伟新材,2020-12-23,"940,240,812","914,756,399",C 制造业
创业板,300920,润阳科技,2020-12-25,"130,000,000","86,343,953",C 制造业
创业板,300921,南凌科技,2020-12-22,"256,745,441","161,905,071",I 信息技术
创业板,300922,天秦装备,2020-12-25,"160,852,380","126,226,109",C 制造业
创业板,300923,研奥股份,2020-12-24,"78,600,000","77,228,250",C 制造业
创业板,300925,法本信息,2020-12-30,"428,708,945","349,512,147",I 信息技术
创业板,300926,博俊科技,2021-01-07,"434,326,312","297,993,117",C 制造业
创业板,300927,江天化学,2021-01-07,"144,360,000","140,888,930",C 制造业
创业板,300928,华安鑫创,2021-01-06,"80,000,000","54,577,014",M 科研服务
创业板,300929,华骐环保,2021-01-20,"132,132,956","125,360,351",N 公共环保
创业板,300930,屹通新材,2021-01-21,"100,000,000","47,125,001",C 制造业
创业板,300931,通用电梯,2021-01-21,"243,171,000","195,426,403",C 制造业
创业板,300932,三友联众,2021-01-22,"448,145,597","319,191,317",C 制造业
创业板,300933,中辰股份,2021-01-22,"547,090,454","547,090,454",C 制造业
创业板,300935,盈建科,2021-01-20,"79,430,680","60,273,655",I 信息技术
创业板,300936,中英科技,2021-01-26,"75,200,000","47,637,500",C 制造业
创业板,300937,药易购,2021-01-27,"95,666,682","61,021,682",F 批发零售
创业板,300938,信测标准,2021-01-27,"340,862,033","295,850,104",M 科研服务
创业板,300939,秋田微,2021-01-28,"120,000,000","120,000,000",C 制造业
创业板,300940,南极光,2021-02-03,"222,644,372","157,481,672",C 制造业
创业板,300941,创识科技,2021-02-09,"204,750,000","126,768,012",I 信息技术
创业板,300942,易瑞生物,2021-02-09,"405,077,895","405,077,895",C 制造业
创业板,300943,春晖智控,2021-02-10,"203,820,000","134,340,287",C 制造业
创业板,300945,曼卡龙,2021-02-10,"262,071,629","238,703,797",F 批发零售
创业板,300946,恒而达,2021-02-08,"156,007,800","75,798,975",C 制造业
创业板,300947,德必集团,2021-02-10,"151,137,696","151,080,544",L 商务服务
创业板,300948,冠中生态,2021-02-25,"164,380,595","155,156,158",N 公共环保
创业板,300949,奥雅股份,2021-02-26,"87,000,000","49,736,542",M 科研服务
创业板,300950,德固特,2021-03-03,"153,644,000","97,636,775",C 制造业
创业板,300951,博硕科技,2021-02-26,"169,400,597","151,390,417",C 制造业
创业板,300952,恒辉安防,2021-03-11,"241,621,504","148,578,225",C 制造业
创业板,300953,震裕科技,2021-03-18,"243,538,648","174,839,589",C 制造业
创业板,300955,嘉亨家化,2021-03-24,"100,800,000","100,800,000",C 制造业
创业板,300956,英力股份,2021-03-26,"215,427,660","210,452,395",C 制造业
创业板,300957,贝泰妮,2021-03-25,"423,600,000","423,600,000",C 制造业
创业板,300958,建工修复,2021-03-29,"156,736,579","91,049,427",N 公共环保
创业板,300959,线上线下,2021-03-22,"80,367,800","59,338,113",I 信息技术
创业板,300960,通业科技,2021-03-29,"145,145,400","131,375,971",C 制造业
创业板,300961,深水海纳,2021-03-30,"177,280,000","153,106,301",N 公共环保
创业板,300962,中金辐照,2021-04-09,"264,001,897","264,001,897",C 制造业
创业板,300963,中洲特材,2021-04-09,"458,640,000","340,594,581",C 制造业
创业板,300964,本川智能,2021-08-05,"106,859,597","86,396,837",C 制造业
创业板,300965,恒宇信通,2021-04-02,"60,000,000","54,993,750",C 制造业
创业板,300966,共同药业,2021-04-09,"115,281,113","76,580,119",C 制造业
创业板,300967,晓鸣股份,2021-04-13,"187,574,996","124,796,777",A 农林牧渔
创业板,300968,格林精密,2021-04-15,"413,380,000","413,380,000",C 制造业
创业板,300969,恒帅股份,2021-04-12,"164,119,856","143,114,482",C 制造业
创业板,300970,华绿生物,2021-04-12,"158,687,850","122,441,613",A 农林牧渔
创业板,300971,博亚精工,2021-04-15,"117,600,000","92,252,757",C 制造业
创业板,300972,万辰集团,2021-04-19,"197,333,568","180,717,761",F 批发零售
创业板,300973,立高食品,2021-04-15,"169,340,675","118,563,418",C 制造业
创业板,300975,商络电子,2021-04-21,"687,005,604","494,524,364",F 批发零售
创业板,300976,达瑞电子,2021-04-19,"187,131,945","120,375,683",C 制造业
创业板,300977,深圳瑞捷,2021-04-20,"152,226,727","94,801,933",M 科研服务
创业板,300978,东箭科技,2021-04-26,"422,702,739","287,089,219",C 制造业
创业板,300979,华利集团,2021-04-26,"1,167,000,000","1,167,000,000",C 制造业
创业板,300980,祥源新材,2021-04-21,"138,065,198","100,008,698",C 制造业
创业板,300981,中红医疗,2021-04-27,"428,864,959","392,997,379",C 制造业
创业板,300982,苏文电能,2021-04-27,"206,965,146","193,883,646",E 建筑业
创业板,300983,尤安设计,2021-04-20,"172,800,000","152,810,238",M 科研服务
创业板,300984,金沃股份,2021-06-18,"192,452,674","124,029,497",C 制造业
创业板,300985,致远新能,2021-04-29,"186,512,480","186,512,480",C 制造业
创业板,300986,志特新材,2021-04-30,"575,722,841","575,316,972",C 制造业
创业板,300987,川网传媒,2021-05-11,"173,368,000","173,368,000",I 信息技术
创业板,300988,津荣天宇,2021-05-12,"196,958,099","162,101,585",C 制造业
创业板,300989,蕾奥规划,2021-05-07,"210,558,267","162,894,292",M 科研服务
创业板,300990,同飞股份,2021-05-12,"171,216,590","82,833,669",C 制造业
创业板,300991,创益通,2021-05-20,"144,000,000","105,106,500",C 制造业
创业板,300992,泰福泵业,2021-05-25,"95,300,518","77,988,018",C 制造业
创业板,300993,玉马科技,2021-05-24,"308,131,200","242,507,317",C 制造业
创业板,300994,久祺股份,2021-08-12,"233,088,000","118,412,160",C 制造业
创业板,300995,奇德新材,2021-05-26,"92,110,949","60,720,992",C 制造业
创业板,300996,普联软件,2021-06-03,"395,793,644","333,078,806",I 信息技术
创业板,300997,欢乐家,2021-06-02,"434,973,475","394,591,347",C 制造业
创业板,300998,宁波方正,2021-06-02,"137,169,230","107,680,580",C 制造业
创业板,300999,金龙鱼,2020-10-15,"5,421,591,536","542,647,097",C 制造业
创业板,301000,肇民科技,2021-05-28,"243,220,636","229,612,636",C 制造业
创业板,301001,凯淳股份,2021-05-28,"80,000,000","49,041,700",F 批发零售
创业板,301002,崧盛股份,2021-06-07,"134,936,678","87,795,395",C 制造业
创业板,301003,江苏博云,2021-06-01,"97,133,323","75,140,054",C 制造业
创业板,301004,嘉益股份,2021-06-25,"145,806,262","136,107,375",C 制造业
创业板,301005,超捷股份,2021-06-01,"187,965,415","184,136,101",C 制造业
创业板,301006,迈拓股份,2021-06-07,"139,280,000","86,236,250",C 制造业
创业板,301007,德迈仕,2021-06-16,"153,340,000","151,254,775",C 制造业
创业板,301008,宏昌科技,2021-06-11,"130,963,234","115,640,734",C 制造业
创业板,301009,可靠股份,2021-06-17,"271,860,000","151,035,028",C 制造业
创业板,301010,晶雪节能,2021-06-18,"108,000,000","108,000,000",C 制造业
创业板,301011,华立科技,2021-06-17,"154,463,826","146,703,576",C 制造业
创业板,301012,扬电科技,2021-06-22,"196,960,162","196,938,562",C 制造业
创业板,301013,利和兴,2021-06-29,"233,743,056","189,241,638",C 制造业
创业板,301015,百洋医药,2021-06-30,"525,624,077","525,556,577",F 批发零售
创业板,301016,雷尔伟,2021-06-30,"306,409,026","293,664,347",C 制造业
创业板,301017,漱玉平民,2021-07-05,"405,607,125","258,695,100",F 批发零售
创业板,301018,申菱环境,2021-07-07,"374,281,339","282,821,399",C 制造业
创业板,301019,宁波色母,2021-06-28,"197,956,069","145,146,657",C 制造业
创业板,301020,密封科技,2021-07-06,"146,400,000","146,400,000",C 制造业
创业板,301021,英诺激光,2021-07-06,"152,869,941","152,687,298",C 制造业
创业板,301022,海泰科,2021-07-02,"99,484,126","66,986,286",C 制造业
创业板,301023,奕帆传动,2021-07-07,"93,320,640","66,750,211",C 制造业
创业板,301024,霍普股份,2021-07-28,"63,585,000","61,560,000",M 科研服务
创业板,301025,读客文化,2021-07-19,"400,309,400","277,142,640",R 文化传播
创业板,301026,浩通科技,2021-07-16,"221,583,581","160,030,550",C 制造业
创业板,301027,华蓝集团,2021-07-15,"147,000,000","127,640,322",M 科研服务
创业板,301028,鼎熔岩,2021-07-20,"386,325,260","250,464,788",C 制造业
创业板,301029,怡合达,2021-07-23,"635,786,712","452,799,808",C 制造业
创业板,301030,*ST仕净,2021-07-22,"202,383,330","202,105,710",C 制造业
创业板,301031,中熔电气,2021-07-15,"146,154,353","114,898,741",C 制造业
创业板,301032,新柴股份,2021-07-22,"241,133,400","163,861,801",C 制造业
创业板,301033,迈普医学,2021-07-26,"67,082,709","56,386,749",C 制造业
创业板,301035,润丰股份,2021-07-28,"364,505,266","363,751,026",C 制造业
创业板,301036,双乐股份,2021-07-29,"100,000,353","69,679,761",C 制造业
创业板,301037,保立佳,2021-07-30,"139,031,686","67,986,573",C 制造业
创业板,301038,深水规院,2021-08-04,"223,080,000","223,079,400",M 科研服务
创业板,301039,中集车辆,2021-07-08,"1,453,680,000","1,446,957,375",C 制造业
创业板,301040,中环海陆,2021-08-03,"100,001,102","94,364,196",C 制造业
创业板,301041,金百泽,2021-08-11,"106,680,000","79,002,839",C 制造业
创业板,301042,安联锐视,2021-08-05,"96,777,154","92,251,024",C 制造业
创业板,301043,绿岛风,2021-08-11,"68,000,000","56,747,750",C 制造业
创业板,301045,天禄科技,2021-08-13,"110,318,358","90,702,827",C 制造业
创业板,301046,能辉科技,2021-08-17,"168,587,530","130,195,030",E 建筑业
创业板,301047,义翘神州,2021-08-16,"121,636,742","119,580,621",M 科研服务
创业板,301048,金鹰重工,2021-08-18,"533,333,400","533,333,400",C 制造业
创业板,301049,超越科技,2021-08-24,"94,253,334","35,969,429",N 公共环保
创业板,301050,雷电微力,2021-08-24,"247,579,192","246,437,713",C 制造业
创业板,301051,信濠光电,2021-08-27,"284,260,838","226,260,476",C 制造业
创业板,301052,果麦文化,2021-08-30,"98,959,339","80,201,916",R 文化传播
创业板,301053,远信工业,2021-09-01,"131,885,317","123,223,644",C 制造业
创业板,301055,张小泉,2021-09-06,"156,000,000","152,667,676",C 制造业
创业板,301056,森赫股份,2021-09-07,"266,786,667","175,995,830",C 制造业
创业板,301057,汇隆新材,2021-09-09,"116,969,438","82,550,363",C 制造业
创业板,301058,中粮科工,2021-09-09,"520,803,005","512,274,245",M 科研服务
创业板,301059,金三江,2021-09-13,"231,154,000","206,544,574",C 制造业
创业板,301060,兰卫医学,2021-09-13,"400,517,000","360,166,407",F 批发零售
创业板,301061,匠心家居,2021-09-13,"284,397,621","189,235,116",C 制造业
创业板,301062,上海艾录,2021-09-14,"433,292,145","275,251,242",C 制造业
创业板,301063,海锅股份,2021-09-24,"104,360,724","96,647,303",C 制造业
创业板,301065,本立科技,2021-09-14,"106,020,000","86,343,750",C 制造业
创业板,301066,万事利,2021-09-22,"234,923,111","233,116,669",C 制造业
创业板,301067,显盈科技,2021-09-22,"97,236,000","66,016,650",C 制造业
创业板,301068,大地海洋,2021-09-28,"141,315,742","100,321,525",C 制造业
创业板,301069,凯盛新材,2021-09-27,"453,174,229","426,774,229",C 制造业
创业板,301070,开勒股份,2021-09-23,"126,174,336","84,813,870",C 制造业
创业板,301071,力量钻石,2021-09-24,"254,450,293","187,049,097",C 制造业
创业板,301072,中捷精工,2021-09-29,"105,045,985","67,922,173",C 制造业
创业板,301073,君亭酒店,2021-09-30,"194,451,046","178,179,500",H 住宿餐饮
创业板,301075,多瑞医药,2021-09-29,"80,000,000","56,600,000",C 制造业
创业板,301076,新瀚新材,2021-10-11,"228,169,435","152,357,918",C 制造业
创业板,301077,星华新材,2021-09-30,"170,247,717","95,571,404",C 制造业
创业板,301078,孩子王,2021-10-14,"1,264,572,936","1,260,986,021",F 批发零售
创业板,301079,邵阳液压,2021-10-19,"108,457,734","76,933,412",C 制造业
创业板,301080,百普赛斯,2021-10-18,"167,679,058","126,837,356",M 科研服务
创业板,301081,严牌股份,2021-10-20,"233,713,761","224,482,791",C 制造业
创业板,301082,久盛电气,2021-10-27,"294,201,926","272,704,252",C 制造业
创业板,301083,百胜智能,2021-10-21,"177,866,667","86,943,917",C 制造业
创业板,301085,亚康股份,2021-10-18,"86,775,675","59,724,125",I 信息技术
创业板,301086,鸿富瀚,2021-10-20,"125,864,200","69,760,863",C 制造业
创业板,301087,可孚医疗,2021-10-25,"208,897,000","193,991,270",C 制造业
创业板,301088,戎美股份,2021-10-28,"227,900,000","188,000,000",F 批发零售
创业板,301089,拓新药业,2021-10-27,"126,544,500","89,591,188",C 制造业
创业板,301090,华润材料,2021-10-26,"1,470,933,296","1,470,933,296",C 制造业
创业板,301091,深城交,2021-10-29,"527,280,000","527,280,000",M 科研服务
创业板,301092,争光股份,2021-11-02,"134,535,284","60,983,684",C 制造业
创业板,301093,华兰股份,2021-11-01,"213,131,373","203,484,019",C 制造业
创业板,301095,广立微,2022-08-05,"200,281,088","174,504,035",I 信息技术
创业板,301096,百诚医药,2021-12-20,"109,228,284","83,114,607",M 科研服务
创业板,301097,天益医疗,2022-04-07,"81,609,393","39,590,371",C 制造业
创业板,301098,金埔园林,2021-11-12,"231,451,721","192,986,721",E 建筑业
创业板,301099,雅创电子,2021-11-22,"188,925,509","114,974,489",F 批发零售
创业板,301100,风光股份,2021-12-17,"201,227,000","88,415,225",C 制造业
创业板,301101,明月镜片,2021-12-16,"201,512,100","194,103,143",C 制造业
创业板,301102,兆讯传媒,2022-03-28,"406,000,000","406,000,000",L 商务服务
创业板,301103,何氏眼科,2022-03-22,"158,026,471","121,633,616",Q 卫生
创业板,301105,鸿铭股份,2022-12-30,"50,000,000","27,359,374",C 制造业
创业板,301106,骏成科技,2022-01-28,"142,960,769","98,243,757",C 制造业
创业板,301107,瑜欣电子,2022-05-24,"142,188,788","82,210,730",C 制造业
创业板,301108,洁雅股份,2021-12-03,"112,556,252","64,832,715",C 制造业
创业板,301109,军信股份,2022-04-13,"789,100,842","605,257,255",N 公共环保
创业板,301110,青木科技,2022-03-11,"129,549,466","91,062,271",I 信息技术
创业板,301111,粤万年青,2021-12-07,"160,000,000","159,999,025",C 制造业
创业板,301112,信邦智能,2022-06-29,"110,266,600","110,266,600",C 制造业
创业板,301113,雅艺科技,2021-12-22,"118,300,000","71,664,211",C 制造业
创业板,301115,联检科技,2022-08-31,"182,057,280","149,202,150",M 科研服务
创业板,301116,益客食品,2022-01-18,"448,979,593","448,977,343",C 制造业
创业板,301117,佳缘科技,2022-01-17,"180,836,068","115,849,810",I 信息技术
创业板,301118,恒光股份,2021-11-18,"110,111,000","105,933,357",C 制造业
创业板,301119,正强股份,2021-11-22,"145,600,000","117,754,000",C 制造业
创业板,301120,新特电气,2022-04-19,"373,125,855","225,760,410",C 制造业
创业板,301121,紫建电子,2022-08-08,"98,826,057","76,760,675",C 制造业
创业板,301122,采纳股份,2022-01-26,"122,245,658","75,639,533",C 制造业
创业板,301123,奕东电子,2022-01-25,"234,640,000","165,041,636",C 制造业
创业板,301125,腾亚精工,2022-06-08,"207,324,017","175,779,908",C 制造业
创业板,301126,达嘉维康,2021-12-07,"205,403,200","139,521,419",F 批发零售
创业板,301127,武汉天源,2021-12-30,"674,080,064","654,427,170",D 水电煤气
创业板,301128,强瑞技术,2021-11-10,"144,817,778","127,389,383",C 制造业
创业板,301129,瑞纳智能,2021-11-02,"135,867,400","67,472,500",C 制造业
创业板,301130,西点药业,2022-02-23,"76,494,685","58,284,794",C 制造业
创业板,301131,聚赛龙,2022-03-14,"54,662,433","39,154,877",C 制造业
创业板,301132,满坤科技,2022-08-10,"148,086,249","94,740,742",C 制造业
创业板,301133,金钟股份,2021-11-26,"121,466,624","111,135,969",C 制造业
创业板,301135,瑞德智能,2022-04-12,"129,788,866","100,776,666",C 制造业
创业板,301136,招标股份,2022-01-11,"275,204,820","274,974,195",M 科研服务
创业板,301137,哈焊华通,2022-03-22,"181,813,400","181,813,300",C 制造业
创业板,301138,华研精机,2021-12-15,"120,000,000","68,560,140",C 制造业
创业板,301139,*ST元道,2022-07-08,"121,580,800","76,156,148",I 信息技术
创业板,301141,中科磁业,2023-04-03,"124,032,605","44,512,605",C 制造业
创业板,301148,嘉戎技术,2022-04-21,"116,497,080","58,869,630",N 公共环保
创业板,301149,隆华新材,2021-11-10,"559,000,023","340,110,762",C 制造业
创业板,301150,中一科技,2022-04-21,"323,903,897","303,839,006",C 制造业
创业板,301151,冠龙节能,2022-04-11,"169,004,100","168,780,533",C 制造业
创业板,301152,天力锂能,2022-08-29,"118,740,007","71,083,757",C 制造业
创业板,301153,中科江南,2022-05-18,"355,664,520","331,752,348",I 信息技术
创业板,301155,海力风电,2021-11-24,"217,391,478","124,537,946",C 制造业
创业板,301156,美农生物,2022-06-17,"184,107,007","118,166,820",C 制造业
创业板,301157,华塑科技,2023-03-09,"60,000,000","20,657,055",C 制造业
创业板,301158,德石股份,2022-01-17,"195,015,163","190,154,264",C 制造业
创业板,301159,三维天地,2022-01-07,"77,350,000","53,014,976",I 信息技术
创业板,301160,翔楼新材,2022-06-06,"166,716,915","110,777,193",C 制造业
创业板,301161,唯万密封,2022-09-14,"120,000,000","77,190,375",C 制造业
创业板,301162,国能日新,2022-04-29,"186,675,366","121,167,213",I 信息技术
创业板,301163,宏德股份,2022-04-19,"81,600,000","54,725,639",C 制造业
创业板,301165,锐捷网络,2022-11-21,"1,113,636,363","1,113,636,363",C 制造业
创业板,301166,优宁维,2021-12-28,"86,168,468","56,420,468",F 批发零售
创业板,301167,建研设计,2021-12-06,"112,000,000","105,509,534",M 科研服务
创业板,301168,通灵股份,2021-12-10,"120,000,000","95,313,336",C 制造业
创业板,301169,零点有数,2021-11-03,"72,040,536","72,009,036",L 商务服务
创业板,301170,锡南科技,2023-06-27,"100,000,000","38,003,725",C 制造业
创业板,301171,易点天下,2022-08-19,"618,520,992","501,884,661",I 信息技术
创业板,301172,君逸数码,2023-07-26,"224,798,598","166,287,854",I 信息技术
创业板,301173,毓恬冠佳,2025-03-03,"87,834,772","30,828,659",C 制造业
创业板,301175,中科环保,2022-07-08,"1,471,880,000","621,880,000",N 公共环保
创业板,301176,逸豪新材,2022-09-28,"169,066,667","164,053,609",C 制造业
创业板,301177,迪阿股份,2021-12-15,"400,274,550","400,010,000",F 批发零售
创业板,301178,天亿马,2021-11-12,"93,104,264","68,687,622",I 信息技术
创业板,301179,泽宇智能,2021-12-08,"404,407,569","237,475,029",I 信息技术
创业板,301180,万祥科技,2021-11-16,"400,010,000","164,138,002",C 制造业
创业板,301181,标榜股份,2022-02-21,"150,203,264","117,235,589",C 制造业
创业板,301182,凯旺科技,2021-12-23,"95,821,700","87,384,200",C 制造业
创业板,301183,东田微,2022-05-24,"80,076,350","58,699,578",C 制造业
创业板,301185,鸥玛软件,2021-11-19,"153,417,600","140,470,363",I 信息技术
创业板,301186,超达装备,2021-12-23,"114,743,504","107,883,093",C 制造业
创业板,301187,欧圣电气,2022-04-22,"254,933,525","254,932,700",C 制造业
创业板,301188,力诺药包,2021-11-11,"267,536,615","267,535,578",C 制造业
创业板,301189,奥尼电子,2021-12-28,"163,639,931","157,942,327",C 制造业
创业板,301190,善水科技,2021-12-24,"214,636,500","181,854,000",C 制造业
创业板,301191,菲菱科思,2022-05-26,"96,897,080","73,057,734",C 制造业
创业板,301192,泰祥股份,2022-08-11,"101,242,000","50,385,603",C 制造业
创业板,301193,家联科技,2021-12-09,"240,881,531","184,181,409",C 制造业
创业板,301195,北路智控,2022-08-01,"132,069,840","87,689,828",I 信息技术
创业板,301196,唯科科技,2022-01-11,"164,213,422","107,795,696",C 制造业
创业板,301197,工大科雅,2022-08-08,"120,540,000","108,749,250",I 信息技术
创业板,301198,喜悦智行,2021-12-02,"169,000,000","162,277,180",C 制造业
创业板,301199,迈赫股份,2021-12-07,"186,676,000","179,675,875",C 制造业
创业板,301200,大族数控,2022-02-28,"430,988,241","425,238,073",C 制造业
创业板,301201,诚达药业,2022-01-20,"154,713,824","108,544,304",C 制造业
创业板,301202,朗威股份,2023-07-05,"136,400,000","79,617,500",C 制造业
创业板,301203,国泰环保,2023-04-04,"80,000,000","43,767,500",N 公共环保
创业板,301205,联特科技,2022-09-13,"130,084,500","83,688,960",C 制造业
创业板,301206,三元生物,2022-02-10,"202,325,700","130,283,123",C 制造业
创业板,301207,华兰疫苗,2022-02-18,"601,027,500","600,637,988",C 制造业
创业板,301208,中亦科技,2022-07-07,"120,000,060","67,420,860",I 信息技术
创业板,301209,联合化学,2022-08-25,"156,800,000","133,956,200",C 制造业
创业板,301210,金杨精密,2023-06-30,"161,159,052","60,849,485",C 制造业
创业板,301211,亨迪药业,2021-12-22,"417,600,000","417,596,400",C 制造业
创业板,301212,联盛化学,2022-04-19,"108,000,000","93,750,000",C 制造业
创业板,301213,观想科技,2021-12-06,"111,999,998","72,395,468",I 信息技术
创业板,301215,中汽股份,2022-03-08,"1,323,900,000","1,322,400,000",M 科研服务
创业板,301216,万凯新材,2022-03-29,"580,204,804","544,489,796",C 制造业
创业板,301217,铜冠铜箔,2022-01-27,"829,015,544","829,015,544",C 制造业
创业板,301218,华是科技,2022-03-07,"114,040,000","71,703,161",I 信息技术
创业板,301219,腾远钴业,2022-03-17,"382,831,347","273,240,145",C 制造业
创业板,301220,亚香股份,2022-06-22,"113,006,894","77,982,768",C 制造业
创业板,301221,光庭信息,2021-12-22,"131,400,280","89,340,796",I 信息技术
创业板,301222,浙江恒威,2022-03-09,"140,338,240","106,600,148",C 制造业
创业板,301223,中荣股份,2022-10-26,"193,127,560","193,127,560",C 制造业
创业板,301225,恒勃股份,2023-06-16,"144,092,181","43,987,981",C 制造业
创业板,301226,祥明智能,2022-03-25,"108,800,000","108,799,775",C 制造业
创业板,301227,森鹰窗业,2022-09-26,"131,458,937","73,908,437",C 制造业
创业板,301228,实朴检测,2022-01-28,"120,000,000","119,601,900",M 科研服务
创业板,301229,纽泰格,2022-02-22,"181,780,501","129,280,641",C 制造业
创业板,301230,泓博医药,2022-11-01,"180,941,126","162,747,919",M 科研服务
创业板,301231,荣信文化,2022-09-08,"84,400,000","65,431,000",R 文化传播
创业板,301232,飞沃科技,2023-06-15,"105,286,445","62,534,532",C 制造业
创业板,301233,盛帮股份,2022-07-06,"71,766,800","39,376,138",C 制造业
创业板,301234,五洲医疗,2022-07-05,"68,000,000","40,318,026",C 制造业
创业板,301235,华康洁净,2022-01-28,"139,250,077","104,218,335",E 建筑业
